fund_code,isin_identifier,nav_date,shares_held,nav_per_share,total_nav_value,book_cost,currency_code
FND-0082,USBZ2SF6F7L8,2024-12-31,3302.0,103.1684,340662.06,188223.25,USD
FND-0082,USM3TZK3NY96,2024-12-31,5177.0,118.8707,615393.61,1579952.8,USD
FND-0082,USWW4FYB8DA7,2024-12-31,4630.0,266.6993,1234817.76,1205892.34,USD
FND-0082,USKZMPJRHT79,2024-12-31,5677.0,451.0371,2560537.62,1416604.5,USD
FND-0082,US231YV2STN1,2024-12-31,5566.0,172.5468,960395.49,1713717.0,USD
FND-0082,USQCEOUUYLA9,2024-12-31,7731.0,233.1197,1802248.4,1021783.66,USD
FND-0082,US119XP9N560,2024-12-31,4433.0,52.4831,232657.58,1530601.24,USD
FND-0082,USQZPNIQFG57,2024-12-31,10960.0,82.9395,909016.92,2519257.89,USD
FND-0082,USVYLKFXHKC1,2024-12-31,2312.0,475.8363,1100133.53,1069199.89,USD
FND-0082,USG10UR5L8A6,2024-12-31,5349.0,204.2623,1092599.04,893980.39,USD
FND-0082,USJSRD9Q46N3,2024-12-31,7290.0,144.2221,1051379.11,2303613.18,USD
FND-0082,USZR7TXCB484,2024-12-31,564.0,110.0245,62053.82,98118.29,USD
FND-0082,US7ZRWQEAO47,2024-12-31,6535.0,121.2718,792511.21,1134478.59,USD
FND-0082,USB8Z3V6DIX6,2024-12-31,6749.0,429.4718,2898505.18,1474878.29,USD
FND-0082,USE4XYF9IGF6,2024-12-31,7505.0,166.0291,1246048.4,883002.55,USD
FND-0082,USIOGXPBWHV5,2024-12-31,304.0,36.8236,11194.37,133351.61,USD
FND-0082,USE13N3BZT96,2024-12-31,8602.0,300.7418,2586980.96,2205321.51,USD
FND-0083,USNF4ZW9XA32,2024-12-31,8460.0,374.3819,3167270.87,1955038.28,USD
FND-0083,USR64DPJA1W5,2024-12-31,7312.0,93.1253,680932.19,2038209.2,USD
FND-0083,USEL6246HID9,2024-12-31,4714.0,408.6935,1926581.16,1312904.39,USD
FND-0083,USRIPZIM6CF6,2024-12-31,4686.0,361.6328,1694611.3,925579.86,USD
FND-0083,USR7KO64T027,2024-12-31,4122.0,216.0469,890545.32,1348073.31,USD
FND-0083,USTXCXAPRPN5,2024-12-31,3826.0,259.393,992437.62,1214884.6,USD
FND-0083,USKV5USGIOT9,2024-12-31,5307.0,341.1608,1810540.37,642434.69,USD
FND-0083,USZEBBK7W1D2,2024-12-31,4428.0,367.0012,1625081.31,1099524.24,USD
FND-0083,US3U1GSPK9P5,2024-12-31,3000.0,260.1972,780591.6,795008.4,USD
FND-0083,USDJE153A5Q4,2024-12-31,9348.0,469.7621,4391336.11,3155963.17,USD
FND-0083,USJ2O7S3KKV2,2024-12-31,6954.0,332.8951,2314952.53,2070072.12,USD
FND-0083,USB0Z3NX39R2,2024-12-31,2448.0,20.3959,49929.16,1027345.31,USD
FND-0083,US8LD4D6AF53,2024-12-31,9380.0,301.3753,2826900.31,2322940.61,USD
FND-0083,USYFPMVXPJ46,2024-12-31,2018.0,397.6048,802366.49,470889.03,USD
FND-0083,US2QC1IYYO43,2024-12-31,9634.0,57.2403,551453.05,2427604.45,USD
FND-0083,US0FODRO8BN3,2024-12-31,1093.0,275.147,300735.67,167535.04,USD
FND-0083,USHX8BM92H30,2024-12-31,4500.0,441.3068,1985880.6,526581.9,USD
FND-0083,US2W37D4IVS6,2024-12-31,2774.0,47.038,130483.41,312827.31,USD
FND-0083,US7UWW5WFCP8,2024-12-31,5209.0,314.8353,1639977.08,593037.35,USD
FND-0083,USU80B6UGVS8,2024-12-31,2704.0,383.7921,1037773.84,295128.31,USD
FND-0083,US349DXBZ9S3,2024-12-31,1451.0,479.4473,695678.03,291683.86,USD
FND-0083,USJ48VFCX7L8,2024-12-31,7548.0,294.2964,2221349.23,2535590.96,USD
FND-0083,US2II826GYU2,2024-12-31,4214.0,368.5427,1553038.94,2060234.18,USD
FND-0083,USKBHB7S9TJ9,2024-12-31,4341.0,330.9362,1436594.04,1490419.45,USD
FND-0083,USFFLZM764J2,2024-12-31,4509.0,409.4306,1846122.58,1156365.57,USD
FND-0083,USWWDXVUGW63,2024-12-31,1601.0,467.1175,747855.12,358823.16,USD
FND-0083,US3BBXUX1OX7,2024-12-31,3990.0,26.3271,105045.13,1059795.56,USD
FND-0083,USMBR5XQT4P0,2024-12-31,6295.0,277.3581,1745969.24,1675498.99,USD
FND-0083,USM3TZK3NY96,2024-12-31,2956.0,119.8669,354326.56,784834.37,USD
FND-0083,USOHSWQ40ZS2,2024-12-31,6073.0,310.1931,1883802.7,1556644.47,USD
FND-0083,USRN8QTTY5Y3,2024-12-31,5902.0,155.4275,917333.11,932071.97,USD
FND-0083,USKZMPJRHT79,2024-12-31,2050.0,452.5671,927762.55,616490.15,USD
FND-0083,US9TR74QGEF5,2024-12-31,7066.0,249.2378,1761114.29,1272722.67,USD
FND-0083,USOD9R7ANQJ6,2024-12-31,5614.0,165.7799,930688.36,879651.59,USD
FND-0083,US36HTF4PYZ6,2024-12-31,8737.0,214.931,1877852.15,923211.4,USD
FND-0083,USQCEOUUYLA9,2024-12-31,6971.0,233.6474,1628756.03,1298632.51,USD
FND-0083,USHCPZTC69Q9,2024-12-31,3432.0,102.5939,352102.26,641771.56,USD
FND-0083,US85E4E9OE99,2024-12-31,2813.0,147.4976,414910.75,622013.47,USD
FND-0083,US1R4KZ36U82,2024-12-31,5824.0,242.4901,1412262.34,1399698.54,USD
FND-0083,US9RIVH6T1N9,2024-12-31,3142.0,65.9812,207312.93,506383.78,USD
FND-0083,UST7M1R00Q00,2024-12-31,2641.0,321.3232,848614.57,153383.92,USD
FND-0083,USRATATJ9A34,2024-12-31,4544.0,387.3086,1759930.28,680681.2,USD
FND-0083,US8V1ZOCFI46,2024-12-31,2953.0,86.5477,255575.36,1107822.97,USD
FND-0083,US1F90S9BP40,2024-12-31,3705.0,112.7705,417814.7,1265251.19,USD
FND-0083,US0W82LK2N73,2024-12-31,4437.0,199.0206,883054.4,606103.71,USD
FND-0083,USIOGXPBWHV5,2024-12-31,2568.0,36.988,94985.18,866253.94,USD
FND-0083,US8RHNUXORZ2,2024-12-31,881.0,309.89,273013.09,30329.83,USD
FND-0083,USCB1KJTGQ02,2024-12-31,4647.0,109.0165,506599.68,1180293.74,USD
FND-0084,USL1CQ99CHJ4,2024-12-31,8681.0,63.1299,548030.66,2029312.56,USD
FND-0084,USPZUE8YFBN3,2024-12-31,3507.0,136.0458,477112.62,914458.5,USD
FND-0084,US5JU9BVM2P2,2024-12-31,4229.0,442.8596,1872853.25,930900.36,USD
FND-0084,US6GBPS3Y708,2024-12-31,3706.0,288.2069,1068094.77,834258.04,USD
FND-0084,USH2ZQU7EEQ9,2024-12-31,3546.0,389.4315,1380924.1,764271.53,USD
FND-0084,USR7KO64T027,2024-12-31,927.0,216.5482,200740.18,332371.22,USD
FND-0084,USVXDP5GJLQ7,2024-12-31,6350.0,470.5279,2987852.17,1910173.94,USD
FND-0084,US13JCAT9MX6,2024-12-31,6215.0,22.7061,141118.41,2120852.28,USD
FND-0084,USHV3IZKY220,2024-12-31,6538.0,210.622,1377046.64,1795213.21,USD
FND-0084,USKV5USGIOT9,2024-12-31,4689.0,342.9513,1608098.65,1865407.05,USD
FND-0084,USN1W1HT7PZ8,2024-12-31,1135.0,293.5305,333157.12,394311.03,USD
FND-0084,USVIFTTD96Q4,2024-12-31,1043.0,152.4553,159010.88,323275.97,USD
FND-0084,USRZSJ49ITN0,2024-12-31,3898.0,29.1704,113706.22,495595.43,USD
FND-0084,USBCW790PDW9,2024-12-31,7588.0,276.8287,2100576.18,1814404.78,USD
FND-0084,USC5WI6FQJJ0,2024-12-31,2922.0,73.1979,213884.26,547504.66,USD
FND-0084,USDNMKZA3OA8,2024-12-31,8641.0,242.681,2097006.52,2242594.85,USD
FND-0084,USDWB2BNE6L1,2024-12-31,7165.0,158.5706,1136158.35,1532203.17,USD
FND-0084,USF8KRD5EQY0,2024-12-31,7838.0,135.0085,1058196.62,1084880.06,USD
FND-0084,US0FODRO8BN3,2024-12-31,2460.0,275.3159,677277.11,571205.12,USD
FND-0084,USCQNVQHW061,2024-12-31,6660.0,268.8536,1790564.98,1864978.78,USD
FND-0084,US4X1ZHQIMQ0,2024-12-31,9344.0,22.6541,211679.91,2645858.22,USD
FND-0084,USBCPPVOHSM3,2024-12-31,11505.0,174.8659,2011832.18,2484380.7,USD
FND-0084,USDJGF1C8WQ0,2024-12-31,4561.0,348.525,1589622.52,1515871.13,USD
FND-0084,US7UWW5WFCP8,2024-12-31,2634.0,317.0552,835123.4,326754.55,USD
FND-0084,USCSLQC3C541,2024-12-31,7279.0,114.3739,832527.62,2622646.51,USD
FND-0084,USV7LN23Y302,2024-12-31,3941.0,324.0302,1277003.02,1109401.96,USD
FND-0084,USGYW6ZBNZ88,2024-12-31,7884.0,453.51,3575472.84,2002854.3,USD
FND-0084,US7OONNCILD3,2024-12-31,11138.0,472.5415,5263167.23,4694651.45,USD
FND-0084,USM25LEN6067,2024-12-31,7072.0,450.267,3184288.22,3033714.26,USD
FND-0084,US8R2YKCCPR5,2024-12-31,2785.0,482.9962,1345144.42,1008929.51,USD
FND-0084,USF5L9MO1SD6,2024-12-31,3980.0,435.7325,1734215.35,630967.16,USD
FND-0084,USBZ2SF6F7L8,2024-12-31,7802.0,103.3682,806478.7,1573466.3,USD
FND-0084,USG02U1G4636,2024-12-31,3250.0,92.8281,301691.33,886435.04,USD
FND-0084,USQZPNIQFG57,2024-12-31,4211.0,83.4374,351354.89,372675.66,USD
FND-0084,USYUBMXNSZO8,2024-12-31,6927.0,133.9575,927923.6,2324567.12,USD
FND-0084,US1R4KZ36U82,2024-12-31,758.0,241.962,183407.2,304599.57,USD
FND-0084,USJSRD9Q46N3,2024-12-31,4864.0,144.5749,703212.31,2110042.11,USD
FND-0084,UST7M1R00Q00,2024-12-31,6173.0,320.754,1980014.44,1877334.62,USD
FND-0084,USO4IZASNWY6,2024-12-31,2658.0,28.4744,75684.96,708006.78,USD
FND-0084,USWZC4XL9969,2024-12-31,3199.0,142.677,456423.72,1044885.16,USD
FND-0084,USMD7Q1DDPU8,2024-12-31,2300.0,454.6506,1045696.38,266839.79,USD
FND-0085,USNF4ZW9XA32,2024-12-31,1945.0,372.166,723862.87,712602.83,USD
FND-0085,US7EEDTJVZH7,2024-12-31,7209.0,449.8895,3243253.41,1687324.28,USD
FND-0085,US07IF2GOG73,2024-12-31,4844.0,410.9491,1990637.44,1990263.87,USD
FND-0085,USXOKC1MSY46,2024-12-31,11012.0,62.1985,684929.88,1994660.51,USD
FND-0085,USSWM31YIHA3,2024-12-31,7890.0,351.3428,2772094.69,1581701.1,USD
FND-0085,USJRNY204793,2024-12-31,6338.0,424.0586,2687683.41,1901728.69,USD
FND-0085,USVXDP5GJLQ7,2024-12-31,7448.0,471.8859,3514606.18,1556828.39,USD
FND-0085,US8HAFEYUHZ8,2024-12-31,617.0,302.4863,186634.05,167856.58,USD
FND-0085,USZEBBK7W1D2,2024-12-31,2173.0,367.27,798077.71,918979.95,USD
FND-0085,USFUK9E1V2I8,2024-12-31,1694.0,58.6001,99268.57,553052.36,USD
FND-0085,USSRCBPLJD82,2024-12-31,5568.0,408.1246,2272437.77,1972486.6,USD
FND-0085,USMLY4LYK835,2024-12-31,10848.0,476.0827,5164545.13,783937.9,USD
FND-0085,USRZSJ49ITN0,2024-12-31,3595.0,29.0228,104336.97,466623.45,USD
FND-0085,USQRL1N759I5,2024-12-31,4043.0,409.3156,1654862.97,1689169.55,USD
FND-0085,USC5WI6FQJJ0,2024-12-31,3236.0,72.8492,235740.01,866411.24,USD
FND-0085,USYFPMVXPJ46,2024-12-31,3341.0,396.187,1323660.77,784294.59,USD
FND-0085,US4DYT9MOGE3,2024-12-31,5250.0,311.3026,1634338.65,1597241.37,USD
FND-0085,US4X1ZHQIMQ0,2024-12-31,1076.0,22.6463,24367.42,409415.82,USD
FND-0085,USPXNF7C3DD2,2024-12-31,4238.0,303.0072,1284144.51,649726.8,USD
FND-0085,USJ17MGFXC03,2024-12-31,1880.0,247.6873,465652.12,425029.08,USD
FND-0085,US2W37D4IVS6,2024-12-31,6753.0,47.2928,319368.28,1191333.32,USD
FND-0085,US4D145BM1E3,2024-12-31,81.0,287.5762,23293.67,31261.95,USD
FND-0085,USGYW6ZBNZ88,2024-12-31,7049.0,452.5921,3190321.71,1520164.88,USD
FND-0085,USZSEDFQS3D3,2024-12-31,10408.0,109.1214,1135735.53,1482761.68,USD
FND-0085,US7OONNCILD3,2024-12-31,5809.0,471.0168,2736136.59,1034171.6,USD
FND-0085,USXD9CSS9TO3,2024-12-31,3571.0,136.1432,486167.37,1165604.75,USD
FND-0085,USNN0MCIXDU2,2024-12-31,7869.0,477.1164,3754428.95,2863000.11,USD
FND-0085,USEIXN8BFQN9,2024-12-31,6722.0,309.3508,2079456.08,2024183.0,USD
FND-0085,USENLK8AGS64,2024-12-31,3397.0,163.1047,554066.67,401815.03,USD
FND-0085,USSEHE2ATN27,2024-12-31,6670.0,411.8269,2746885.42,2001993.18,USD
FND-0085,USF5L9MO1SD6,2024-12-31,4803.0,437.2944,2100325.0,1767514.51,USD
FND-0085,USOHSWQ40ZS2,2024-12-31,2709.0,313.044,848036.2,1279646.16,USD
FND-0085,USX6DUT076G8,2024-12-31,5084.0,240.8032,1224243.47,1367197.67,USD
FND-0085,USG02U1G4636,2024-12-31,8604.0,92.4556,795487.98,1788375.56,USD
FND-0085,US231YV2STN1,2024-12-31,569.0,173.9514,98978.35,250240.17,USD
FND-0085,USIHX74D0GJ5,2024-12-31,6550.0,349.5629,2289637.0,2333790.71,USD
FND-0085,US9RIVH6T1N9,2024-12-31,2103.0,65.7446,138260.89,906733.48,USD
FND-0085,US50ATVZKHI3,2024-12-31,2090.0,121.9095,254790.85,566030.52,USD
FND-0085,US8V1ZOCFI46,2024-12-31,613.0,86.1232,52793.52,208373.84,USD
FND-0085,US9YO18PAJS6,2024-12-31,5619.0,338.1839,1900255.33,1249917.64,USD
FND-0085,USE4XYF9IGF6,2024-12-31,7951.0,166.0396,1320180.86,2926761.58,USD
FND-0085,USHKZ2U2TNH3,2024-12-31,2698.0,496.1255,1338546.6,599703.89,USD
FND-0085,USCB1KJTGQ02,2024-12-31,6324.0,108.6011,686793.36,1860904.78,USD
FND-0086,US5JU9BVM2P2,2024-12-31,8645.0,445.1373,3848211.96,2493373.44,USD
FND-0086,USEP7Y6WKTA5,2024-12-31,111.0,138.3236,15353.92,24954.2,USD
FND-0086,US2VLPYS2809,2024-12-31,11152.0,87.7021,978053.82,1884292.74,USD
FND-0086,US4COWGZRIX9,2024-12-31,8469.0,57.9432,490720.96,1770159.12,USD
FND-0086,USHV3IZKY220,2024-12-31,5052.0,210.7066,1064489.74,2213518.51,USD
FND-0086,USGSXW71Q3V5,2024-12-31,548.0,313.0754,171565.32,133588.1,USD
FND-0086,USZQAKOIXNT6,2024-12-31,954.0,251.1641,239610.55,190105.37,USD
FND-0086,USQPGB7R3OC9,2024-12-31,7430.0,357.1786,2653837.0,2044219.85,USD
FND-0086,USDJE153A5Q4,2024-12-31,10368.0,471.3739,4887204.6,2723774.63,USD
FND-0086,US2JWOCLYT89,2024-12-31,5226.0,368.6986,1926818.88,788418.92,USD
FND-0086,USY6B2KNFTU8,2024-12-31,7688.0,281.1724,2161653.41,1246358.71,USD
FND-0086,USQW7LVXWQZ1,2024-12-31,10375.0,332.3265,3447887.44,2405701.71,USD
FND-0086,USCQNVQHW061,2024-12-31,6320.0,267.4251,1690126.63,1403116.92,USD
FND-0086,USPXNF7C3DD2,2024-12-31,3626.0,302.3654,1096376.94,624617.79,USD
FND-0086,USVMUHXID4N9,2024-12-31,4590.0,402.7596,1848666.56,895653.97,USD
FND-0086,USJ17MGFXC03,2024-12-31,2979.0,246.1872,733391.67,491880.74,USD
FND-0086,USTNQFLL7V56,2024-12-31,3649.0,397.4276,1450213.31,1733749.01,USD
FND-0086,USLA0GNZS438,2024-12-31,6088.0,276.0184,1680400.02,1867988.07,USD
FND-0086,USBA75UUZPE5,2024-12-31,4444.0,253.8204,1127977.86,1760414.52,USD
FND-0086,USDJGF1C8WQ0,2024-12-31,2832.0,348.9403,988198.93,290891.16,USD
FND-0086,USCSLQC3C541,2024-12-31,3053.0,113.5321,346613.5,1328466.1,USD
FND-0086,USYSAL8M1G97,2024-12-31,2902.0,36.4483,105772.97,275389.8,USD
FND-0086,USGYW6ZBNZ88,2024-12-31,4808.0,450.6256,2166607.88,1052807.54,USD
FND-0086,USM25LEN6067,2024-12-31,1458.0,452.7239,660071.45,341506.33,USD
FND-0086,USFFLZM764J2,2024-12-31,2152.0,407.8577,877709.77,357884.92,USD
FND-0086,USJIDKNWI5F1,2024-12-31,8510.0,279.2617,2376517.07,2889264.59,USD
FND-0086,USBZ2SF6F7L8,2024-12-31,7833.0,102.8645,805737.63,2761110.07,USD
FND-0086,USM3TZK3NY96,2024-12-31,8217.0,119.4852,981809.89,1955270.96,USD
FND-0086,USM72JEYN931,2024-12-31,9459.0,55.7556,527392.22,2351920.74,USD
FND-0086,USD0IB6IIDL6,2024-12-31,5698.0,224.5716,1279608.98,1870615.01,USD
FND-0086,US2G05KBKV70,2024-12-31,1895.0,432.0574,818748.77,514095.94,USD
FND-0086,USVYLKFXHKC1,2024-12-31,12807.0,478.1914,6124197.26,3532942.36,USD
FND-0086,USRATATJ9A34,2024-12-31,3275.0,387.2946,1268389.81,324376.58,USD
FND-0086,USDDFGS3JON2,2024-12-31,4285.0,455.7968,1953089.29,1170099.73,USD
FND-0086,USMD7Q1DDPU8,2024-12-31,6247.0,453.5247,2833168.8,851701.76,USD
FND-0086,USSYGJJFGJK4,2024-12-31,9850.0,138.0789,1360077.17,2608287.69,USD
FND-0086,USM349EL8HL7,2024-12-31,804.0,389.5638,313209.3,228138.54,USD
FND-0086,USNQYYF9RK73,2024-12-31,3798.0,60.3682,229278.42,1451869.11,USD
FND-0086,USFLQHRRPZL2,2024-12-31,6985.0,396.0563,2766453.26,2213382.18,USD
FND-0087,USEL6246HID9,2024-12-31,3690.0,408.9078,1508869.78,1093972.93,USD
FND-0087,USXOKC1MSY46,2024-12-31,4129.0,61.8311,255300.61,1067559.79,USD
FND-0087,USV0E38DALY2,2024-12-31,11213.0,437.3511,4904017.88,2687708.0,USD
FND-0087,USGSXW71Q3V5,2024-12-31,3744.0,311.7152,1167061.71,950352.13,USD
FND-0087,USKV5USGIOT9,2024-12-31,10770.0,341.2188,3674926.48,2299416.85,USD
FND-0087,USHR09SKDGI6,2024-12-31,6126.0,366.8614,2247392.94,1361990.66,USD
FND-0087,USQPGB7R3OC9,2024-12-31,1028.0,357.5027,367512.78,285176.74,USD
FND-0087,US6KVPUC8D14,2024-12-31,5405.0,350.1893,1892773.17,1673754.24,USD
FND-0087,USN1W1HT7PZ8,2024-12-31,3892.0,292.7113,1139232.38,543842.54,USD
FND-0087,USQRL1N759I5,2024-12-31,6296.0,406.4823,2559212.56,1368755.71,USD
FND-0087,USB0Z3NX39R2,2024-12-31,4687.0,20.5163,96159.9,1598335.79,USD
FND-0087,US2JWOCLYT89,2024-12-31,5769.0,368.795,2127578.35,1530697.82,USD
FND-0087,USYFPMVXPJ46,2024-12-31,9045.0,396.1961,3583593.72,1719742.81,USD
FND-0087,US0361I2HGJ0,2024-12-31,1399.0,39.3327,55026.45,176382.98,USD
FND-0087,USDWB2BNE6L1,2024-12-31,3578.0,159.0448,569062.29,879199.83,USD
FND-0087,USET8T63J3R6,2024-12-31,1294.0,38.9538,50406.22,149600.63,USD
FND-0087,US2QC1IYYO43,2024-12-31,3786.0,57.2271,216661.8,530015.44,USD
FND-0087,US2ATQYYV374,2024-12-31,9583.0,61.1999,586478.64,2191774.39,USD
FND-0087,USF8KRD5EQY0,2024-12-31,3354.0,134.6239,451528.56,215500.38,USD
FND-0087,US2W37D4IVS6,2024-12-31,7474.0,47.3094,353590.46,2460366.57,USD
FND-0087,US7UWW5WFCP8,2024-12-31,3851.0,315.9368,1216672.62,789584.23,USD
FND-0087,USCSLQC3C541,2024-12-31,6767.0,114.4306,774351.87,1773540.88,USD
FND-0087,USNKOMV2XCD8,2024-12-31,5932.0,493.3714,2926679.14,1149300.01,USD
FND-0087,US4D145BM1E3,2024-12-31,2124.0,287.8505,611394.46,396514.27,USD
FND-0087,US2SPFHV5BR9,2024-12-31,5336.0,395.2336,2108966.49,1613215.97,USD
FND-0087,USEK3ZEZQAC7,2024-12-31,8913.0,11.5378,102836.41,2281915.59,USD
FND-0087,USM25LEN6067,2024-12-31,662.0,451.966,299201.49,127435.92,USD
FND-0087,USDLKQZFPQ09,2024-12-31,12758.0,368.7531,4704552.05,4498343.27,USD
FND-0087,USENLK8AGS64,2024-12-31,9276.0,162.8594,1510683.79,2736680.98,USD
FND-0087,USSEHE2ATN27,2024-12-31,11463.0,414.9437,4756499.63,2786097.86,USD
FND-0087,US3BBXUX1OX7,2024-12-31,10890.0,26.3878,287363.14,3785038.27,USD
FND-0087,USJIDKNWI5F1,2024-12-31,1387.0,281.104,389891.25,456973.67,USD
FND-0087,USVEDN9UNFV7,2024-12-31,8459.0,456.342,3860196.98,2036052.34,USD
FND-0087,USM3TZK3NY96,2024-12-31,7355.0,119.7171,880519.27,2142583.82,USD
FND-0087,US5WVJX8UIB5,2024-12-31,4255.0,284.0057,1208444.25,1154610.26,USD
FND-0087,USWW4FYB8DA7,2024-12-31,5264.0,266.4099,1402381.71,1076425.11,USD
FND-0087,USOHSWQ40ZS2,2024-12-31,2635.0,310.5587,818322.17,891077.32,USD
FND-0087,USRN8QTTY5Y3,2024-12-31,3017.0,156.0409,470775.4,935337.77,USD
FND-0087,USM72JEYN931,2024-12-31,2689.0,55.6166,149553.04,151426.51,USD
FND-0087,USD0IB6IIDL6,2024-12-31,1833.0,223.9342,410471.39,402430.82,USD
FND-0087,USX6DUT076G8,2024-12-31,2959.0,239.8175,709619.98,374477.45,USD
FND-0087,US2G05KBKV70,2024-12-31,8462.0,431.2296,3649064.88,2237225.34,USD
FND-0087,US231YV2STN1,2024-12-31,7444.0,172.7443,1285908.57,2270738.91,USD
FND-0087,USQCEOUUYLA9,2024-12-31,7946.0,233.781,1857623.83,3024218.32,USD
FND-0087,USHCPZTC69Q9,2024-12-31,1078.0,103.2193,111270.41,163643.1,USD
FND-0087,US85E4E9OE99,2024-12-31,229.0,147.6067,33801.93,45817.79,USD
FND-0087,USQZPNIQFG57,2024-12-31,6299.0,83.3787,525202.43,1455246.59,USD
FND-0087,USBPT11F9I63,2024-12-31,5245.0,233.5229,1224827.61,809826.0,USD
FND-0087,USYUBMXNSZO8,2024-12-31,3019.0,133.7664,403840.76,169870.59,USD
FND-0087,USJSRD9Q46N3,2024-12-31,7246.0,143.5602,1040237.21,2796820.9,USD
FND-0087,USO4IZASNWY6,2024-12-31,2284.0,28.3155,64672.6,767371.05,USD
FND-0087,USRATATJ9A34,2024-12-31,4051.0,388.2571,1572829.51,1397335.32,USD
FND-0087,USWZC4XL9969,2024-12-31,4436.0,142.5436,632323.41,1385762.44,USD
FND-0087,US1F90S9BP40,2024-12-31,491.0,112.8118,55390.59,56689.83,USD
FND-0087,US8O1BJ9RM76,2024-12-31,9038.0,37.3507,337575.63,2775680.68,USD
FND-0087,USVN1KICJN27,2024-12-31,6162.0,288.2183,1776001.16,1423317.07,USD
FND-0087,USAMDVLNKND4,2024-12-31,7958.0,407.7693,3245028.09,2842245.88,USD
FND-0087,USM349EL8HL7,2024-12-31,3388.0,389.17,1318507.96,1303075.18,USD
FND-0087,USE4XYF9IGF6,2024-12-31,542.0,166.6692,90334.71,53951.38,USD
FND-0087,USHKZ2U2TNH3,2024-12-31,1605.0,498.2826,799743.57,318727.48,USD
FND-0087,US5SXVWVM4W6,2024-12-31,2742.0,472.5617,1295764.18,61409.01,USD
FND-0087,USGWYX9TRFL4,2024-12-31,8415.0,74.7289,628843.69,2055713.68,USD
FND-0088,US07IF2GOG73,2024-12-31,7158.0,412.643,2953698.59,1259302.11,USD
FND-0088,US6GBPS3Y708,2024-12-31,791.0,288.9031,228522.35,295419.2,USD
FND-0088,USCXLL4ZKLO9,2024-12-31,1925.0,207.3086,399069.06,851654.65,USD
FND-0088,USEP7Y6WKTA5,2024-12-31,5629.0,138.4675,779433.56,2042022.52,USD
FND-0088,USSWM31YIHA3,2024-12-31,4926.0,352.0018,1733960.87,998744.51,USD
FND-0088,USR7KO64T027,2024-12-31,1484.0,217.1905,322310.7,149776.15,USD
FND-0088,USZEBBK7W1D2,2024-12-31,4460.0,366.756,1635731.76,1710617.24,USD
FND-0088,USQPGB7R3OC9,2024-12-31,5496.0,357.845,1966716.12,1705274.26,USD
FND-0088,USFUK9E1V2I8,2024-12-31,7724.0,58.5937,452577.74,2371653.75,USD
FND-0088,USSRCBPLJD82,2024-12-31,5288.0,407.4378,2154531.09,941721.69,USD
FND-0088,USDJE153A5Q4,2024-12-31,2386.0,469.1484,1119388.08,930282.32,USD
FND-0088,USN1W1HT7PZ8,2024-12-31,2326.0,292.706,680834.16,564764.59,USD
FND-0088,US8LD4D6AF53,2024-12-31,4071.0,301.6241,1227911.71,667399.92,USD
FND-0088,US2JWOCLYT89,2024-12-31,2214.0,365.7195,809702.97,113517.32,USD
FND-0088,USBCW790PDW9,2024-12-31,8978.0,278.1558,2497282.77,2350604.99,USD
FND-0088,USC5WI6FQJJ0,2024-12-31,1240.0,73.2015,90769.86,526398.59,USD
FND-0088,US0361I2HGJ0,2024-12-31,2597.0,39.2605,101959.52,869375.02,USD
FND-0088,USET8T63J3R6,2024-12-31,3457.0,38.9374,134606.59,1239869.71,USD
FND-0088,US0FODRO8BN3,2024-12-31,1138.0,275.2338,313216.06,209561.9,USD
FND-0088,US4DYT9MOGE3,2024-12-31,9359.0,312.5744,2925383.81,2287846.74,USD
FND-0088,USYRYBOVAKH6,2024-12-31,8672.0,479.1337,4155047.45,4030821.17,USD
FND-0088,USLA0GNZS438,2024-12-31,1565.0,275.7952,431619.49,660385.66,USD
FND-0088,USBA75UUZPE5,2024-12-31,4179.0,255.0825,1065989.77,427515.72,USD
FND-0088,US349DXBZ9S3,2024-12-31,9724.0,481.8661,4685665.96,3222839.71,USD
FND-0088,USJ48VFCX7L8,2024-12-31,9871.0,292.041,2882736.71,1355030.91,USD
FND-0088,US4D145BM1E3,2024-12-31,2538.0,289.7359,735349.71,921333.0,USD
FND-0088,US2II826GYU2,2024-12-31,489.0,369.8268,180845.31,66194.37,USD
FND-0088,USMMX3Y9RGE8,2024-12-31,1938.0,105.3059,204082.83,297316.2,USD
FND-0088,USM25LEN6067,2024-12-31,2702.0,453.0578,1224162.18,746890.78,USD
FND-0088,US389YZTKKF1,2024-12-31,2958.0,394.8922,1168091.13,728577.01,USD
FND-0088,US5COZROOUE3,2024-12-31,6014.0,385.9701,2321224.18,1694888.17,USD
FND-0088,US3BBXUX1OX7,2024-12-31,2975.0,26.4665,78737.84,1159398.46,USD
FND-0088,USL1RSRLA8S9,2024-12-31,1108.0,200.0611,221667.7,115479.64,USD
FND-0088,USMBR5XQT4P0,2024-12-31,6557.0,278.3292,1825004.56,1407656.75,USD
FND-0088,USBZ2SF6F7L8,2024-12-31,2828.0,103.1597,291735.63,1145603.73,USD
FND-0088,USM3TZK3NY96,2024-12-31,5401.0,119.5067,645455.69,1608710.76,USD
FND-0088,US36HTF4PYZ6,2024-12-31,3765.0,215.6454,811904.93,1242854.36,USD
FND-0088,USBPT11F9I63,2024-12-31,8147.0,233.8377,1905075.74,2111383.83,USD
FND-0088,USVYLKFXHKC1,2024-12-31,7757.0,476.2735,3694453.54,2287865.12,USD
