record_id,source_system,account_ref,security_ref,security_ref_type,security_master_id,position_date,quantity,price,market_value,cost_basis,unrealized_gl,asset_class,currency,etl_loaded_at
LOT-0010861,EMERALD,PORT-0088,SAWA,TICKER,SEC-0055,2024-12-31,208.0,278.2434,57874.63,80810.79,-22936.16,Commodities,USD,2025-01-02 08:00:00
LOT-0010862,EMERALD,PORT-0088,GGA,TICKER,SEC-0014,2024-12-31,1056.0,138.177,145914.91,47498.14,98416.77,Cash,USD,2025-01-02 08:00:00
LOT-0010863,EMERALD,PORT-0088,GGA,TICKER,SEC-0014,2024-12-31,2247.0,137.6196,309231.24,1085651.98,-776420.74,Cash,USD,2025-01-02 08:00:00
LOT-0010864,EMERALD,PORT-0088,GGA,TICKER,SEC-0014,2024-12-31,2326.0,137.789,320497.21,908872.4,-588375.19,Cash,USD,2025-01-02 08:00:00
LOT-0010865,EMERALD,PORT-0088,A1,TICKER,SEC-0008,2024-12-31,2376.0,412.7917,980793.08,358180.34,622612.74,Real Estate,USD,2025-01-02 08:00:00
LOT-0010866,EMERALD,PORT-0088,A1,TICKER,SEC-0008,2024-12-31,2597.0,411.8792,1069650.28,393123.47,676526.81,Real Estate,USD,2025-01-02 08:00:00
LOT-0010867,EMERALD,PORT-0088,A1,TICKER,SEC-0008,2024-12-31,2185.0,411.5298,899192.61,507998.3,391194.31,Real Estate,USD,2025-01-02 08:00:00
LOT-0010868,EMERALD,PORT-0088,SIP,TICKER,SEC-0046,2024-12-31,1608.0,469.7644,755381.16,780822.61,-25441.45,Real Estate,USD,2025-01-02 08:00:00
LOT-0010869,EMERALD,PORT-0088,SIP,TICKER,SEC-0046,2024-12-31,778.0,472.1601,367340.56,149459.71,217880.85,Real Estate,USD,2025-01-02 08:00:00
LOT-0010870,EMERALD,PORT-0088,S6,TICKER,SEC-0127,2024-12-31,1108.0,199.9513,221546.04,115479.64,106066.4,Alternatives,USD,2025-01-02 08:00:00
LOT-0010871,EMERALD,PORT-0088,MACL,TICKER,SEC-0164,2024-12-31,2102.0,144.1399,302982.07,383543.95,-80561.88,Real Estate,USD,2025-01-02 08:00:00
LOT-0010872,EMERALD,PORT-0088,MACL,TICKER,SEC-0164,2024-12-31,1996.0,143.9845,287393.06,792370.48,-504977.42,Real Estate,USD,2025-01-02 08:00:00
LOT-0010873,EMERALD,PORT-0088,MACL,TICKER,SEC-0164,2024-12-31,2133.0,144.1449,307461.07,473421.7,-165960.63,Real Estate,USD,2025-01-02 08:00:00
LOT-0010874,EMERALD,PORT-0088,L5,TICKER,SEC-0097,2024-12-31,2131.0,289.3133,616526.64,866257.68,-249731.04,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010875,EMERALD,PORT-0088,L5,TICKER,SEC-0097,2024-12-31,407.0,288.7412,117517.67,55075.32,62442.35,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010876,EMERALD,PORT-0088,C3,TICKER,SEC-0062,2024-12-31,312.0,38.7949,12104.01,5747.26,6356.75,Cash,USD,2025-01-02 08:00:00
LOT-0010877,EMERALD,PORT-0088,C3,TICKER,SEC-0062,2024-12-31,2391.0,38.8478,92885.09,962144.62,-869259.53,Cash,USD,2025-01-02 08:00:00
LOT-0010878,EMERALD,PORT-0088,C3,TICKER,SEC-0062,2024-12-31,754.0,38.8621,29302.02,271977.83,-242675.81,Cash,USD,2025-01-02 08:00:00
LOT-0010879,EMERALD,PORT-0088,SAJL,TICKER,SEC-0183,2024-12-31,519.0,198.5087,103026.02,32301.83,70724.19,Cash,USD,2025-01-02 08:00:00
LOT-0010880,EMERALD,PORT-0088,MARI,TICKER,SEC-0036,2024-12-31,1159.0,366.892,425227.83,98645.85,326581.98,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010881,EMERALD,PORT-0088,MARI,TICKER,SEC-0036,2024-12-31,3301.0,365.997,1208156.1,1611971.39,-403815.29,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010882,EMERALD,PORT-0088,I7,TICKER,,2024-12-31,2120.0,394.5385,836421.62,673472.06,162949.56,,USD,2025-01-02 08:00:00
LOT-0010883,EMERALD,PORT-0088,I7,TICKER,,2024-12-31,838.0,393.9069,330093.98,55104.95,274989.03,,USD,2025-01-02 08:00:00
LOT-0010884,EMERALD,PORT-0088,A2,TICKER,SEC-0047,2024-12-31,575.0,293.7574,168910.51,80884.85,88025.66,Equity,USD,2025-01-02 08:00:00
LOT-0010885,EMERALD,PORT-0088,A2,TICKER,SEC-0047,2024-12-31,1751.0,292.6238,512384.27,483879.74,28504.53,Equity,USD,2025-01-02 08:00:00
LOT-0010886,EMERALD,PORT-0088,GLL,TICKER,SEC-0043,2024-12-31,2246.0,406.9234,913949.96,57942.31,856007.65,Commodities,USD,2025-01-02 08:00:00
LOT-0010887,EMERALD,PORT-0088,GLL,TICKER,SEC-0043,2024-12-31,2108.0,408.6408,861414.81,680978.65,180436.16,Commodities,USD,2025-01-02 08:00:00
LOT-0010888,EMERALD,PORT-0088,GLL,TICKER,SEC-0043,2024-12-31,934.0,407.6199,380716.99,202800.73,177916.26,Commodities,USD,2025-01-02 08:00:00
LOT-0010889,EMERALD,PORT-0088,MGA,TICKER,SEC-0053,2024-12-31,2819.0,302.2511,852045.85,494649.08,357396.77,Equity,USD,2025-01-02 08:00:00
LOT-0010890,EMERALD,PORT-0088,MGA,TICKER,SEC-0053,2024-12-31,723.0,303.3007,219286.41,21621.46,197664.95,Equity,USD,2025-01-02 08:00:00
LOT-0010891,EMERALD,PORT-0088,MGA,TICKER,SEC-0053,2024-12-31,529.0,302.6198,160085.87,151129.38,8956.49,Equity,USD,2025-01-02 08:00:00
LOT-0010892,EMERALD,PORT-0088,OAGA,TICKER,SEC-0128,2024-12-31,368.0,277.2359,102022.81,65209.78,36813.03,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010893,EMERALD,PORT-0088,OAGA,TICKER,SEC-0128,2024-12-31,1886.0,277.8865,524093.94,203922.05,320171.89,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010894,EMERALD,PORT-0088,OAGA,TICKER,SEC-0128,2024-12-31,2311.0,277.6677,641690.05,406476.47,235213.58,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010895,EMERALD,PORT-0088,OAGA,TICKER,SEC-0128,2024-12-31,1992.0,278.5044,554780.76,732048.45,-177267.69,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010896,EMERALD,PORT-0088,NAFC,TICKER,,2024-12-31,1102.0,73.0688,80521.82,485577.24,-405055.42,,USD,2025-01-02 08:00:00
LOT-0010897,EMERALD,PORT-0088,NAFC,TICKER,,2024-12-31,138.0,72.9063,10061.07,40821.35,-30760.28,,USD,2025-01-02 08:00:00
LOT-0010898,EMERALD,PORT-0088,TACL,TICKER,SEC-0110,2024-12-31,2565.0,450.3363,1155112.61,696901.27,458211.34,Commodities,USD,2025-01-02 08:00:00
LOT-0010899,EMERALD,PORT-0088,TACL,TICKER,SEC-0110,2024-12-31,137.0,452.4011,61978.95,49989.51,11989.44,Commodities,USD,2025-01-02 08:00:00
LOT-0010900,EMERALD,PORT-0088,S13,TICKER,SEC-0200,2024-12-31,1870.0,385.3224,720552.89,540535.84,180017.05,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010901,EMERALD,PORT-0088,S2,TICKER,SEC-0083,2024-12-31,4988.0,481.328,2400864.06,2373504.88,27359.18,Equity,USD,2025-01-02 08:00:00
LOT-0010902,EMERALD,PORT-0088,S2,TICKER,SEC-0083,2024-12-31,2049.0,481.6028,986804.14,910962.66,75841.48,Equity,USD,2025-01-02 08:00:00
LOT-0010903,EMERALD,PORT-0088,S2,TICKER,SEC-0083,2024-12-31,1635.0,481.4466,787165.19,746353.63,40811.56,Equity,USD,2025-01-02 08:00:00
LOT-0010904,EMERALD,PORT-0088,WLL,TICKER,SEC-0016,2024-12-31,1732.0,350.2074,606559.22,525360.98,81198.24,Commodities,USD,2025-01-02 08:00:00
LOT-0010905,EMERALD,PORT-0088,WLL,TICKER,SEC-0016,2024-12-31,1308.0,349.3117,456899.7,71432.37,385467.33,Commodities,USD,2025-01-02 08:00:00
LOT-0010906,EMERALD,PORT-0088,WLL,TICKER,SEC-0016,2024-12-31,1244.0,351.0294,436680.57,329235.8,107444.77,Commodities,USD,2025-01-02 08:00:00
LOT-0010907,EMERALD,PORT-0088,WLL,TICKER,SEC-0016,2024-12-31,642.0,349.573,224425.87,72715.36,151710.51,Commodities,USD,2025-01-02 08:00:00
LOT-0010908,EMERALD,PORT-0088,C5,TICKER,SEC-0068,2024-12-31,2335.0,311.6071,727602.58,62549.28,665053.3,Cash,USD,2025-01-02 08:00:00
LOT-0010909,EMERALD,PORT-0088,C5,TICKER,SEC-0068,2024-12-31,3617.0,310.3543,1122551.5,748350.07,374201.43,Cash,USD,2025-01-02 08:00:00
LOT-0010910,EMERALD,PORT-0088,C5,TICKER,SEC-0068,2024-12-31,2459.0,310.1458,762648.52,1094032.71,-331384.19,Cash,USD,2025-01-02 08:00:00
LOT-0010911,EMERALD,PORT-0088,C5,TICKER,SEC-0068,2024-12-31,621.0,311.1395,193217.63,233229.78,-40012.15,Cash,USD,2025-01-02 08:00:00
LOT-0010912,EMERALD,PORT-0088,C5,TICKER,SEC-0068,2024-12-31,327.0,310.5288,101542.92,149684.9,-48141.98,Cash,USD,2025-01-02 08:00:00
LOT-0010913,EMERALD,PORT-0088,P3,TICKER,SEC-0054,2024-12-31,2214.0,367.0551,812659.99,113517.32,699142.67,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010914,EMERALD,PORT-0088,MARC,TICKER,SEC-0038,2024-12-31,2179.0,58.5125,127498.74,242533.81,-115035.07,Commodities,USD,2025-01-02 08:00:00
LOT-0010915,EMERALD,PORT-0088,MARC,TICKER,SEC-0038,2024-12-31,914.0,58.7607,53707.28,315660.14,-261952.86,Commodities,USD,2025-01-02 08:00:00
LOT-0010916,EMERALD,PORT-0088,MARC,TICKER,SEC-0038,2024-12-31,1200.0,58.6564,70387.68,211869.0,-141481.32,Commodities,USD,2025-01-02 08:00:00
LOT-0010917,EMERALD,PORT-0088,MARC,TICKER,SEC-0038,2024-12-31,3431.0,58.6403,201194.87,1601590.8,-1400395.93,Commodities,USD,2025-01-02 08:00:00
LOT-0010918,EMERALD,PORT-0088,C13,TICKER,SEC-0167,2024-12-31,2306.0,110.1608,254030.8,491251.1,-237220.3,Alternatives,USD,2025-01-02 08:00:00
LOT-0010919,EMERALD,PORT-0088,C13,TICKER,SEC-0167,2024-12-31,2242.0,109.9979,246615.29,860993.91,-614378.62,Alternatives,USD,2025-01-02 08:00:00
LOT-0010920,EMERALD,PORT-0088,C13,TICKER,SEC-0167,2024-12-31,1313.0,110.2472,144754.57,134760.54,9994.03,Alternatives,USD,2025-01-02 08:00:00
LOT-0010921,EMERALD,PORT-0088,RGS,TICKER,SEC-0099,2024-12-31,489.0,368.8623,180373.66,66194.37,114179.29,Real Estate,USD,2025-01-02 08:00:00
LOT-0010922,EMERALD,PORT-0088,CAAP,TICKER,SEC-0012,2024-12-31,791.0,289.4663,228967.84,295419.2,-66451.36,Real Estate,USD,2025-01-02 08:00:00
LOT-0010923,EMERALD,PORT-0088,S3,TICKER,SEC-0085,2024-12-31,1790.0,255.4734,457297.39,397895.7,59401.69,Equity,USD,2025-01-02 08:00:00
LOT-0010924,EMERALD,PORT-0088,S3,TICKER,SEC-0085,2024-12-31,2389.0,254.6204,608288.14,29620.02,578668.12,Equity,USD,2025-01-02 08:00:00
LOT-0010925,EMERALD,PORT-0088,RLI,TICKER,SEC-0150,2024-12-31,3765.0,215.2285,810335.3,1242854.36,-432519.06,Real Estate,USD,2025-01-02 08:00:00
LOT-0010926,EMERALD,PORT-0088,SPA,TICKER,,2024-12-31,1952.0,300.0416,585681.2,811771.21,-226090.01,,USD,2025-01-02 08:00:00
LOT-0010927,EMERALD,PORT-0088,SPA,TICKER,,2024-12-31,2423.0,298.4422,723125.45,1168843.57,-445718.12,,USD,2025-01-02 08:00:00
LOT-0010928,EMERALD,PORT-0088,FANA,TICKER,SEC-0067,2024-12-31,303.0,274.4102,83146.29,5147.64,77998.65,Commodities,USD,2025-01-02 08:00:00
LOT-0010929,EMERALD,PORT-0088,FANA,TICKER,SEC-0067,2024-12-31,835.0,275.447,229998.24,204414.26,25583.98,Commodities,USD,2025-01-02 08:00:00
LOT-0010930,EMERALD,PORT-0088,A4,TICKER,SEC-0119,2024-12-31,4060.0,385.3227,1564410.16,1409404.23,155005.93,Real Estate,USD,2025-01-02 08:00:00
LOT-0010931,EMERALD,PORT-0088,A4,TICKER,SEC-0119,2024-12-31,897.0,384.9627,345311.54,40687.92,304623.62,Real Estate,USD,2025-01-02 08:00:00
LOT-0010932,EMERALD,PORT-0088,A4,TICKER,SEC-0119,2024-12-31,1057.0,384.9334,406874.6,244796.02,162078.58,Real Estate,USD,2025-01-02 08:00:00
LOT-0010933,EMERALD,PORT-0088,S12,TICKER,SEC-0193,2024-12-31,1415.0,475.2721,672510.02,137778.27,534731.75,Equity,USD,2025-01-02 08:00:00
LOT-0010934,EMERALD,PORT-0088,S12,TICKER,SEC-0193,2024-12-31,2395.0,472.8895,1132570.35,490831.3,641739.05,Equity,USD,2025-01-02 08:00:00
LOT-0010935,EMERALD,PORT-0088,S12,TICKER,SEC-0193,2024-12-31,327.0,474.0103,155001.37,89292.42,65708.95,Equity,USD,2025-01-02 08:00:00
LOT-0010936,EMERALD,PORT-0088,HAPI,TICKER,SEC-0092,2024-12-31,1175.0,481.1036,565296.73,170914.21,394382.52,Equity,USD,2025-01-02 08:00:00
LOT-0010937,EMERALD,PORT-0088,HAPI,TICKER,SEC-0092,2024-12-31,3728.0,479.7702,1788583.31,1314695.23,473888.08,Equity,USD,2025-01-02 08:00:00
LOT-0010938,EMERALD,PORT-0088,HAPI,TICKER,SEC-0092,2024-12-31,1425.0,479.8032,683719.56,382871.85,300847.71,Equity,USD,2025-01-02 08:00:00
LOT-0010939,EMERALD,PORT-0088,HAPI,TICKER,SEC-0092,2024-12-31,3396.0,480.5697,1632014.7,1354358.42,277656.28,Equity,USD,2025-01-02 08:00:00
LOT-0010940,EMERALD,PORT-0088,LAGA,TICKER,SEC-0171,2024-12-31,1626.0,264.5428,430146.59,452940.51,-22793.92,Cash,USD,2025-01-02 08:00:00
LOT-0010941,EMERALD,PORT-0088,LAGA,TICKER,SEC-0171,2024-12-31,2689.0,265.2749,713324.21,1059032.53,-345708.32,Cash,USD,2025-01-02 08:00:00
LOT-0010942,EMERALD,PORT-0088,LAGA,TICKER,SEC-0171,2024-12-31,3012.0,265.1698,798691.44,1334387.38,-535695.94,Cash,USD,2025-01-02 08:00:00
LOT-0010943,EMERALD,PORT-0088,SAML,TICKER,SEC-0084,2024-12-31,54.0,275.029,14851.57,21819.23,-6967.66,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010944,EMERALD,PORT-0088,SAML,TICKER,SEC-0084,2024-12-31,1511.0,275.7099,416597.66,638566.43,-221968.77,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010945,EMERALD,PORT-0088,KASL,TICKER,,2024-12-31,3518.0,359.1004,1263315.21,1610467.93,-347152.72,,USD,2025-01-02 08:00:00
LOT-0010946,EMERALD,PORT-0088,KASL,TICKER,,2024-12-31,1978.0,358.6936,709495.94,94806.33,614689.61,,USD,2025-01-02 08:00:00
LOT-0010947,EMERALD,PORT-0088,CAJA,TICKER,,2024-12-31,308.0,139.048,42826.78,20782.64,22044.14,,USD,2025-01-02 08:00:00
LOT-0010948,EMERALD,PORT-0088,CAJA,TICKER,,2024-12-31,1017.0,138.6242,140980.81,456330.44,-315349.63,,USD,2025-01-02 08:00:00
LOT-0010949,EMERALD,PORT-0088,CAJA,TICKER,,2024-12-31,334.0,139.0196,46432.55,90306.29,-43873.74,,USD,2025-01-02 08:00:00
LOT-0010950,EMERALD,PORT-0088,DASI,TICKER,SEC-0108,2024-12-31,672.0,104.7344,70381.52,187936.16,-117554.64,Alternatives,USD,2025-01-02 08:00:00
LOT-0010951,EMERALD,PORT-0088,DASI,TICKER,SEC-0108,2024-12-31,655.0,104.7684,68623.3,34285.45,34337.85,Alternatives,USD,2025-01-02 08:00:00
LOT-0010952,EMERALD,PORT-0088,DASI,TICKER,SEC-0108,2024-12-31,611.0,105.0975,64214.57,75094.59,-10880.02,Alternatives,USD,2025-01-02 08:00:00
LOT-0010953,EMERALD,PORT-0088,L4,TICKER,SEC-0094,2024-12-31,3749.0,293.6917,1101050.18,379837.06,721213.12,Commodities,USD,2025-01-02 08:00:00
LOT-0010954,EMERALD,PORT-0088,L4,TICKER,SEC-0094,2024-12-31,1427.0,292.8256,417862.13,304949.47,112912.66,Commodities,USD,2025-01-02 08:00:00
LOT-0010955,EMERALD,PORT-0088,L4,TICKER,SEC-0094,2024-12-31,2429.0,293.4223,712722.77,251434.78,461287.99,Commodities,USD,2025-01-02 08:00:00
LOT-0010956,EMERALD,PORT-0088,L4,TICKER,SEC-0094,2024-12-31,2266.0,292.9578,663842.37,418809.6,245032.77,Commodities,USD,2025-01-02 08:00:00
LOT-0010957,EMERALD,PORT-0088,S9,TICKER,,2024-12-31,899.0,65.7485,59107.9,356816.7,-297708.8,,USD,2025-01-02 08:00:00
LOT-0010958,EMERALD,PORT-0089,JLI,TICKER,SEC-0168,2024-12-31,491.0,28.3109,13900.65,52005.64,-38104.99,Commodities,USD,2025-01-02 08:00:00
LOT-0010959,EMERALD,PORT-0089,JLI,TICKER,SEC-0168,2024-12-31,2150.0,28.3351,60920.47,199293.39,-138372.92,Commodities,USD,2025-01-02 08:00:00
LOT-0010960,EMERALD,PORT-0089,BACC,TICKER,SEC-0111,2024-12-31,1030.0,348.8577,359323.43,80557.12,278766.31,Cash,USD,2025-01-02 08:00:00
LOT-0010961,EMERALD,PORT-0089,BACC,TICKER,SEC-0111,2024-12-31,993.0,349.4199,346973.96,258817.61,88156.35,Cash,USD,2025-01-02 08:00:00
LOT-0010962,EMERALD,PORT-0089,BACC,TICKER,SEC-0111,2024-12-31,3007.0,349.4257,1050723.08,907625.36,143097.72,Cash,USD,2025-01-02 08:00:00
LOT-0010963,EMERALD,PORT-0089,BACC,TICKER,SEC-0111,2024-12-31,2886.0,349.3918,1008344.73,390397.59,617947.14,Cash,USD,2025-01-02 08:00:00
LOT-0010964,EMERALD,PORT-0089,C2,TICKER,SEC-0051,2024-12-31,696.0,409.1971,284801.18,347496.24,-62695.06,Commodities,USD,2025-01-02 08:00:00
LOT-0010965,EMERALD,PORT-0089,C2,TICKER,SEC-0051,2024-12-31,85.0,408.4543,34718.62,26149.21,8569.41,Commodities,USD,2025-01-02 08:00:00
LOT-0010966,EMERALD,PORT-0089,C,TICKER,SEC-0023,2024-12-31,1210.0,425.2581,514562.3,15963.29,498599.01,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010967,EMERALD,PORT-0089,C,TICKER,SEC-0023,2024-12-31,4112.0,424.966,1747460.19,1914216.18,-166755.99,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010968,EMERALD,PORT-0089,C,TICKER,SEC-0023,2024-12-31,196.0,424.5658,83214.9,33025.55,50189.35,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010969,EMERALD,PORT-0089,TABC,TICKER,SEC-0095,2024-12-31,1545.0,324.2715,500999.47,684315.42,-183315.95,Commodities,USD,2025-01-02 08:00:00
LOT-0010970,EMERALD,PORT-0089,TABC,TICKER,SEC-0095,2024-12-31,650.0,324.2598,210768.87,133861.65,76907.22,Commodities,USD,2025-01-02 08:00:00
LOT-0010971,EMERALD,PORT-0089,TABC,TICKER,SEC-0095,2024-12-31,1816.0,325.0276,590250.12,597215.75,-6965.63,Commodities,USD,2025-01-02 08:00:00
LOT-0010972,EMERALD,PORT-0089,TABC,TICKER,SEC-0095,2024-12-31,1240.0,324.006,401767.44,22435.07,379332.37,Commodities,USD,2025-01-02 08:00:00
LOT-0010973,EMERALD,PORT-0089,L2,TICKER,SEC-0078,2024-12-31,1046.0,402.9957,421533.5,332609.49,88924.01,Commodities,USD,2025-01-02 08:00:00
LOT-0010974,EMERALD,PORT-0089,L2,TICKER,SEC-0078,2024-12-31,4040.0,403.7746,1631249.38,371253.78,1259995.6,Commodities,USD,2025-01-02 08:00:00
LOT-0010975,EMERALD,PORT-0089,SAWA,TICKER,SEC-0055,2024-12-31,2834.0,278.5927,789531.71,978478.18,-188946.47,Commodities,USD,2025-01-02 08:00:00
LOT-0010976,EMERALD,PORT-0089,SAWA,TICKER,SEC-0055,2024-12-31,2895.0,277.4928,803341.66,622157.79,181183.87,Commodities,USD,2025-01-02 08:00:00
LOT-0010977,EMERALD,PORT-0089,SAWA,TICKER,SEC-0055,2024-12-31,1597.0,277.9564,443896.37,764263.35,-320366.98,Commodities,USD,2025-01-02 08:00:00
LOT-0010978,EMERALD,PORT-0089,A,TICKER,SEC-0005,2024-12-31,3218.0,93.2605,300112.29,1024909.51,-724797.22,Commodities,USD,2025-01-02 08:00:00
LOT-0010979,EMERALD,PORT-0089,A,TICKER,SEC-0005,2024-12-31,996.0,92.7687,92397.63,209245.26,-116847.63,Commodities,USD,2025-01-02 08:00:00
LOT-0010980,EMERALD,PORT-0089,A,TICKER,SEC-0005,2024-12-31,629.0,93.1236,58574.74,219238.26,-160663.52,Commodities,USD,2025-01-02 08:00:00
LOT-0010981,EMERALD,PORT-0089,A,TICKER,SEC-0005,2024-12-31,3606.0,92.71,334312.26,1405227.55,-1070915.29,Commodities,USD,2025-01-02 08:00:00
LOT-0010982,EMERALD,PORT-0089,OACS,TICKER,SEC-0152,2024-12-31,87.0,103.037,8964.22,36246.99,-27282.77,Alternatives,USD,2025-01-02 08:00:00
LOT-0010983,EMERALD,PORT-0089,OACS,TICKER,SEC-0152,2024-12-31,1981.0,103.2919,204621.25,666569.65,-461948.4,Alternatives,USD,2025-01-02 08:00:00
LOT-0010984,EMERALD,PORT-0089,SABA,TICKER,SEC-0158,2024-12-31,2757.0,477.1751,1315571.75,122825.45,1192746.3,Real Estate,USD,2025-01-02 08:00:00
LOT-0010985,EMERALD,PORT-0089,SABA,TICKER,SEC-0158,2024-12-31,1193.0,479.0437,571499.13,512969.36,58529.77,Real Estate,USD,2025-01-02 08:00:00
LOT-0010986,EMERALD,PORT-0089,A1,TICKER,SEC-0008,2024-12-31,3342.0,412.7909,1379547.19,1629523.11,-249975.92,Real Estate,USD,2025-01-02 08:00:00
LOT-0010987,EMERALD,PORT-0089,MGA,TICKER,SEC-0053,2024-12-31,4688.0,303.1474,1421155.01,697336.72,723818.29,Equity,USD,2025-01-02 08:00:00
LOT-0010988,EMERALD,PORT-0089,MGA,TICKER,SEC-0053,2024-12-31,3117.0,303.5634,946207.12,639547.93,306659.19,Equity,USD,2025-01-02 08:00:00
LOT-0010989,EMERALD,PORT-0089,MGA,TICKER,SEC-0053,2024-12-31,3541.0,302.0355,1069507.71,1494062.63,-424554.92,Equity,USD,2025-01-02 08:00:00
LOT-0010990,EMERALD,PORT-0089,TIA,TICKER,SEC-0165,2024-12-31,2968.0,121.7045,361218.96,1162125.45,-800906.49,Cash,USD,2025-01-02 08:00:00
LOT-0010991,EMERALD,PORT-0089,TIA,TICKER,SEC-0165,2024-12-31,2323.0,121.7427,282808.29,458659.39,-175851.1,Cash,USD,2025-01-02 08:00:00
LOT-0010992,EMERALD,PORT-0089,S13,TICKER,SEC-0200,2024-12-31,893.0,384.5578,343410.12,280507.11,62903.01,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010993,EMERALD,PORT-0089,S13,TICKER,SEC-0200,2024-12-31,251.0,385.3207,96715.5,67427.56,29287.94,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010994,EMERALD,PORT-0089,S13,TICKER,SEC-0200,2024-12-31,245.0,385.4371,94432.09,98112.5,-3680.41,Fixed Income,USD,2025-01-02 08:00:00
LOT-0010995,EMERALD,PORT-0089,HASC,TICKER,SEC-0080,2024-12-31,3624.0,247.7117,897707.2,431476.7,466230.5,Alternatives,USD,2025-01-02 08:00:00
LOT-0010996,EMERALD,PORT-0089,HASC,TICKER,SEC-0080,2024-12-31,3235.0,247.8109,801668.26,1359037.41,-557369.15,Alternatives,USD,2025-01-02 08:00:00
LOT-0010997,EMERALD,PORT-0089,HASC,TICKER,SEC-0080,2024-12-31,250.0,246.656,61664.0,12098.07,49565.93,Alternatives,USD,2025-01-02 08:00:00
LOT-0010998,EMERALD,PORT-0089,L10,TICKER,,2024-12-31,3127.0,454.0241,1419733.36,1305194.48,114538.88,,USD,2025-01-02 08:00:00
LOT-0010999,EMERALD,PORT-0089,L10,TICKER,,2024-12-31,2789.0,454.7682,1268348.51,749683.48,518665.03,,USD,2025-01-02 08:00:00
LOT-0011000,EMERALD,PORT-0089,L10,TICKER,,2024-12-31,3224.0,453.322,1461510.13,1347229.32,114280.81,,USD,2025-01-02 08:00:00
LOT-0011001,EMERALD,PORT-0089,L10,TICKER,,2024-12-31,1733.0,454.0503,786869.17,600765.94,186103.23,,USD,2025-01-02 08:00:00
LOT-0011002,EMERALD,PORT-0089,I9,TICKER,SEC-0146,2024-12-31,2465.0,165.1796,407167.71,262598.42,144569.29,Real Estate,USD,2025-01-02 08:00:00
LOT-0011003,EMERALD,PORT-0089,I9,TICKER,SEC-0146,2024-12-31,939.0,165.545,155446.75,264037.5,-108590.75,Real Estate,USD,2025-01-02 08:00:00
LOT-0011004,EMERALD,PORT-0089,I9,TICKER,SEC-0146,2024-12-31,366.0,164.7148,60285.62,124848.27,-64562.65,Real Estate,USD,2025-01-02 08:00:00
LOT-0011005,EMERALD,PORT-0089,I9,TICKER,SEC-0146,2024-12-31,3925.0,165.3266,648906.91,1244118.24,-595211.33,Real Estate,USD,2025-01-02 08:00:00
LOT-0011006,EMERALD,PORT-0089,OAPI,TICKER,SEC-0031,2024-12-31,2863.0,246.0576,704462.91,1068717.25,-364254.34,Alternatives,USD,2025-01-02 08:00:00
LOT-0011007,EMERALD,PORT-0089,OAPI,TICKER,SEC-0031,2024-12-31,2193.0,245.9357,539336.99,732655.42,-193318.43,Alternatives,USD,2025-01-02 08:00:00
LOT-0011008,EMERALD,PORT-0089,I3,TICKER,SEC-0064,2024-12-31,2570.0,61.2957,157529.95,1212195.24,-1054665.29,Real Estate,USD,2025-01-02 08:00:00
LOT-0011009,EMERALD,PORT-0089,I3,TICKER,SEC-0064,2024-12-31,2128.0,61.3467,130545.78,683215.47,-552669.69,Real Estate,USD,2025-01-02 08:00:00
LOT-0011010,EMERALD,PORT-0089,I3,TICKER,SEC-0064,2024-12-31,3576.0,61.1889,218811.51,1385645.64,-1166834.13,Real Estate,USD,2025-01-02 08:00:00
LOT-0011011,EMERALD,PORT-0089,JAWA,TICKER,SEC-0020,2024-12-31,383.0,362.0074,138648.83,80418.47,58230.36,Fixed Income,USD,2025-01-02 08:00:00
LOT-0011012,EMERALD,PORT-0089,JAWA,TICKER,SEC-0020,2024-12-31,1420.0,360.826,512372.92,568228.62,-55855.7,Fixed Income,USD,2025-01-02 08:00:00
LOT-0011013,EMERALD,PORT-0089,HAPI,TICKER,SEC-0092,2024-12-31,1050.0,479.9412,503938.26,432423.18,71515.08,Equity,USD,2025-01-02 08:00:00
LOT-0011014,EMERALD,PORT-0089,HAPI,TICKER,SEC-0092,2024-12-31,3466.0,480.1768,1664292.79,1183155.49,481137.3,Equity,USD,2025-01-02 08:00:00
LOT-0011015,EMERALD,PORT-0089,HAPI,TICKER,SEC-0092,2024-12-31,2516.0,481.6411,1211809.01,722980.15,488828.86,Equity,USD,2025-01-02 08:00:00
LOT-0011016,EMERALD,PORT-0089,CARC,TICKER,,2024-12-31,320.0,452.1219,144679.01,72041.92,72637.09,,USD,2025-01-02 08:00:00
